question_id,domain,operator_types,num_logical_ops,reasoning_hops,operation_variety,logical_form,question_fa,question_en,template_fa,template_en,source,question_mode,sparql_query,notes,gold_wikidataids,gold_labels_en,gold_labels_fa,gold_display_label,answer_count,sheet_name
11,geography,ATOMIC,0,1,0,geo_E,کدام کوه‌های ایران ارتفاع آن‌ها بیش از ۴۰۰۰ متر است؟,"Which mountains in Iran are higher than 4,000 meters?",کدام [نوع_مورد] [شرط_A]؟,Which [ITEM_TYPE] [COND_A]?,wikidata,open-ended,"SELECT DISTINCT ?mountain ?mountainLabel ?height WHERE {
  ?mountain wdt:P31 wd:Q8502 ;   
            wdt:P17 wd:Q794 ;   
            wdt:P2044 ?height .  
  
  FILTER(?height > 4000)       
  
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". }
}",-,Q26856961;Q40758;Q16895100;Q16895468;Q16900055;Q16900185;Q1129793;Q27794609;Q96188708;Q5687603;Q5703015;Q3143042;Q2224547;Q7461239;Q7498197;Q793442;Q20986677;Q147826;Q1364168;Q3696208;Q5610564,Kūh-e Shekasteh-ye Sefīd Sang;Damavand;Mian-Seh-Chal;Mount Takht-e Suleyman;Shaneh-Kuh;Siah-Kaman;Kholeno;Kūh-e Shah;Barf-e Kermu;Kūh-e Hezār;Mount Bel;Dena;;Shah Alborz;Mount Shir (Yazd Province);Azad Kuh;Mount Doberar;Zard Kuh;Sabalan;Alam-Kuh;Kūh-e Palvār,كوه سفيد سنگ;قله دماوند;میانسهچال;قله تخت سلیمان (ایران);شانهکوه;سیاهکمان;خلنو;کوه شاه;;کوه هزار;کوه بل;دنا;;شاه البرز;شیرکوه (یزد);آزادکوه;دوبرار;زردکوه;سبلان;علمکوه;پلوار (کوه),Kūh-e Shekasteh-ye Sefīd Sang;Damavand;Mian-Seh-Chal;Mount Takht-e Suleyman;Shaneh-Kuh;Siah-Kaman;Kholeno;Kūh-e Shah;Barf-e Kermu;Kūh-e Hezār;Mount Bel;Dena;;Shah Alborz;Mount Shir (Yazd Province);Azad Kuh;Mount Doberar;Zard Kuh;Sabalan;Alam-Kuh;Kūh-e Palvār,21,Atomic
12,geography,ATOMIC,0,1,0,geo_F,کدام رودها و کوه‌ها در استان مازندران ایران واقع شده‌اند؟,"Which rivers and mountains are located in Mazandaran Province, Iran?",کدام [نوع_مورد] [شرط_A]؟,Which [ITEM_TYPE] [COND_A]?,wikidata,open-ended,"SELECT DISTINCT ?feature ?featureLabel WHERE {
  ?feature wdt:P17 wd:Q794 .        
  ?feature wdt:P131* wd:Q308864 .     
  

  {
    ?feature wdt:P31 wd:Q8502 .       
    ?feature wdt:P2044 ?height .     
   
  }
  UNION
 
  {
    ?feature wdt:P31 wd:Q4022 .        
    ?feature wdt:P2043 ?length .
    
  }
  
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". }
}",-,Q128790245;Q3696208;Q16895468;Q16900185;Q20986677;Q5670159;Q5673901;Q5946469;Q793442;Q7572056;Q26855715;Q26855822;Q26855849;Q26855857;Q26855903;Q26871773;Q26871777;Q26872124;Q26872098;Q26902453;Q26900003;Q26900514;Q26900508;Q26902455;Q26902433;Q26902437;Q26902449;Q26902457;Q26902459;Q26902443;Q26902445;Q26907509;Q26937592;Q40758,Mount Buran (Chalus County);Alam-Kuh;Mount Takht-e Suleyman;Siah-Kaman;Mount Doberar;Tajan River;Babol River;Mount Qaleh Shahdezh;Azad Kuh;Haraz River;Mount Shenur;Mount Palales;Mount Gezel Darreh;Mount Howz-e Shah;Mount Siah Palas;Mount Khero-Naru;Mount Muz Jari;Mount Seni;Mount Keyun Chal;Mount Zereshki (Amol County);Mount Sitak;Mount Hamasun;Mount Namak Kowsar;Mount Tiz (Amol County);Mount Gol Zard (Amol County);Mount Pahnak;Mount Kamar Dasht;Mount Chahak (Amol County);Mount Asal Asal;Mount Sar Siah Ghar;Mount Chehel Barreh;Mount Ab Sefid (Amol County);Mount Astun;Damavand,کوه بوران;علمکوه;قله تخت سلیمان (ایران);سیاهکمان;دوبرار;تجن (رود);بابلرود;قله شاهدژ;آزادکوه;رودخانه هراز;کوه شنور;کوه پلالس;كوه گزل دره;كوه حوض شاه;كوه سياه پلاس;قله خرو نرو;کوه موز جاری;كوه سنی;کوه کیون چال;كوه زرشكی;كوه سيتک;كوه هماسون;کوه نمک کوثر;تيز كوه;سياه چال;كوه پهنک;كوه كمر دشت;كوه چاهک;كوه عسل عسل;کوه توفيق;کوه چهل بره;کوه آب سفید;کوه استون;قله دماوند,Mount Buran (Chalus County);Alam-Kuh;Mount Takht-e Suleyman;Siah-Kaman;Mount Doberar;Tajan River;Babol River;Mount Qaleh Shahdezh;Azad Kuh;Haraz River;Mount Shenur;Mount Palales;Mount Gezel Darreh;Mount Howz-e Shah;Mount Siah Palas;Mount Khero-Naru;Mount Muz Jari;Mount Seni;Mount Keyun Chal;Mount Zereshki (Amol County);Mount Sitak;Mount Hamasun;Mount Namak Kowsar;Mount Tiz (Amol County);Mount Gol Zard (Amol County);Mount Pahnak;Mount Kamar Dasht;Mount Chahak (Amol County);Mount Asal Asal;Mount Sar Siah Ghar;Mount Chehel Barreh;Mount Ab Sefid (Amol County);Mount Astun;Damavand,34,Atomic
13,literature,ATOMIC,0,1,0,lit_A,رمان‌نویس‌های زن ایرانی چه کسانی هستند؟,Who are the Iranian women novelists?,کدام [نوع_مورد] [شرط_A]؟,Which [ITEM_TYPE] [COND_A]?,wikidata,open-ended,"SELECT DISTINCT ?writer ?writerLabel WHERE {
  ?writer wdt:P31 wd:Q5 ;         
          wdt:P27 wd:Q794 ;      
          wdt:P106 wd:Q6625963 ; 
          wdt:P21 wd:Q6581072 .  
  
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". }
}",-,Q93832739;Q5952646;Q235364;Q258753;Q263807;Q290306;Q2749547;Q3087396;Q3277603;Q3277903;Q16047644;Q16052947;Q438686;Q3895942;Q4346087;Q20111218;Q5444073;Q5703624;Q5710787;Q5730368;Q5734302;Q5779345;Q723354;Q5869619;Q5936518;Q5943780;Q5944703;Q5949330;Q5950762;Q5956849;Q5958772;Q5976740;Q6400011;Q6402637;Q6559088;Q6734917;Q6751872;Q6900418;Q25423820;Q7451924;Q26780942;Q137212254;Q28824018;Q33473976;Q109547865;Q110320803;Q116856564,Sheida Mohammadi;Fereshteh Ahmadi;Cassandra Clare;Azar Nafisi;Simin Daneshvar;Shahrnush Parsipur;Zoya Pirzad;Freidoune Sahebjam;Mahasti Shahrokhi;Mahshid Moshiri;Masoumeh Abad;Fariba Khademi;Ghazaleh Alizadeh;Parinoush Saniee;Shappi Khorsandi;Nahid Kabiri;Fereshteh Tavangar;Fattaneh Haj Seyed Javadi;;Mansoureh Sharifzadeh;;Saeedeh Ghods;Fariba Vafi;S̲urayyā Raḥīmī;Fereshteh Sari;Shiva Arastouei;;Fereshteh Molavi;Mahsa Mohebali;Manijeh Armin;;Shirin Nezammafi;Nahid Tabatabaei;Leila Sadeghi;Fariba Kalhor;Mahshid Amirshahi;Mansoureh Ettehadieh;Moniro Ravanipour;;Sepideh Shamlou;Farnoosh Moshiri;;Maryam Madjidi;Nasteen Mojabi;Aliyeh Ataei;Azam Farrokhzad;Saeideh Shafiei,شیدا محمدی;فرشته احمدی;کاساندرا کلر;آذر نفیسی;سیمین دانشور;شهرنوش پارسیپور;زویا پیرزاد;فریدون صاحبجمع;مهستی شاهرخی;مهشید مشیری;معصومه آباد;فریبا خادمی;غزاله علیزاده;پرینوش صنیعی;شاپی خرسندی;ناهید کبیری;فرشته توانگر;فتانه حاج سیدجوادی;روحانگیز شریفیان;منصوره شریفزاده;سودابه اشرفی;سعیده قدس;فریبا وفی;سهیلا بسکی;فرشته ساری;شیوا ارسطویی;شهره وکیلی;فرشته مولوی;مهسا محبعلی;منیژه آرمین;بلقیس سلیمانی;شیرین نظام مافی;ناهید طباطبایی;لیلا صادقی;فریبا کلهر;مهشید امیرشاهی;منصوره اتحادیه;منیرو روانیپور;شریفه بنیهاشمی;سپیده شاملو;فرنوش مشیری;فریده رازی;مریم مجیدی;آسیه جوادی;عالیه عطایی;اعظم فرخزاد;سعیده شفیعی,Sheida Mohammadi;Fereshteh Ahmadi;Cassandra Clare;Azar Nafisi;Simin Daneshvar;Shahrnush Parsipur;Zoya Pirzad;Freidoune Sahebjam;Mahasti Shahrokhi;Mahshid Moshiri;Masoumeh Abad;Fariba Khademi;Ghazaleh Alizadeh;Parinoush Saniee;Shappi Khorsandi;Nahid Kabiri;Fereshteh Tavangar;Fattaneh Haj Seyed Javadi;روحانگیز شریفیان;Mansoureh Sharifzadeh;سودابه اشرفی;Saeedeh Ghods;Fariba Vafi;S̲urayyā Raḥīmī;Fereshteh Sari;Shiva Arastouei;شهره وکیلی;Fereshteh Molavi;Mahsa Mohebali;Manijeh Armin;بلقیس سلیمانی;Shirin Nezammafi;Nahid Tabatabaei;Leila Sadeghi;Fariba Kalhor;Mahshid Amirshahi;Mansoureh Ettehadieh;Moniro Ravanipour;شریفه بنیهاشمی;Sepideh Shamlou;Farnoosh Moshiri;فریده رازی;Maryam Madjidi;Nasteen Mojabi;Aliyeh Ataei;Azam Farrokhzad;Saeideh Shafiei,47,Atomic
14,literature,ATOMIC,0,1,0,lit_B,کدام رمان نویسان ایرانی پس از سال ۱۹۷۰ میلادی متولد شده‌اند؟,Which Iranian novelists were born after 1970 AD?,کدام [نوع_مورد] [شرط_A]؟,Which [ITEM_TYPE] [COND_A]?,wikidata,open-ended,"SELECT DISTINCT ?writer ?writerLabel ?year WHERE {
  ?writer wdt:P31 wd:Q5 ;
          wdt:P27 wd:Q794 ;
          wdt:P106 wd:Q6625963 ;
          wdt:P569 ?date . # تاریخ تولد
  
  BIND(YEAR(?date) AS ?year)
  FILTER(?year > 1970)
  
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". }
}",-,Q5944944;Q5950762;Q5957049;Q21854932;Q6809332;Q5976740;Q29552443;Q6892497;Q626412;Q5952646;Q13411630;Q20111315;Q28002427;Q7319728;Q235364;Q18097330;Q4346087;Q6402637;Q20856294;Q28824018;Q130301408;Q109547865;Q116856564;Q93832739;Q135970403;Q61063721;Q61065214;Q64282340,Mojtaba Pourmohsen;Mahsa Mohebali;Shahriar Vaghfipour;Payam Feili;Mehdi Khalaji;Shirin Nezammafi;Kaweh Modiri;Mohammad Tolouei;Arash Hejazi;Fereshteh Ahmadi;Payam Yazdanjoo;;Abdi Nazemian;Reza Amirkhani;Cassandra Clare;Arman Arian;Shappi Khorsandi;Leila Sadeghi;Alireza Gholami;Maryam Madjidi;Ali Kashfi;Aliyeh Ataei;Saeideh Shafiei;Sheida Mohammadi;;Ali-Asghar Ezzati-Pak;Abdolvahab Nazari;Hessamodin Motahari,مجتبا پورمحسن;مهسا محبعلی;شهریار وقفیپور;پیام فیلی;مهدی خلجی;شیرین نظام مافی;کاوه مدیری;محمد طلوعی;آرش حجازی;فرشته احمدی;پیام یزدانجو;امیرحسین یزدانبد;عبدی ناظمیان;رضا امیرخانی;کاساندرا کلر;آرمان آرین;شاپی خرسندی;لیلا صادقی;علیرضا غلامی;مریم مجیدی;علی کشفی;عالیه عطایی;سعیده شفیعی;شیدا محمدی;بهبد بهلولی;علیاصغر عزتیپاک;عبدالوهاب نظری;حسامالدین مطهری,Mojtaba Pourmohsen;Mahsa Mohebali;Shahriar Vaghfipour;Payam Feili;Mehdi Khalaji;Shirin Nezammafi;Kaweh Modiri;Mohammad Tolouei;Arash Hejazi;Fereshteh Ahmadi;Payam Yazdanjoo;امیرحسین یزدانبد;Abdi Nazemian;Reza Amirkhani;Cassandra Clare;Arman Arian;Shappi Khorsandi;Leila Sadeghi;Alireza Gholami;Maryam Madjidi;Ali Kashfi;Aliyeh Ataei;Saeideh Shafiei;Sheida Mohammadi;بهبد بهلولی;Ali-Asghar Ezzati-Pak;Abdolvahab Nazari;Hessamodin Motahari,28,Atomic
15,literature,ATOMIC,0,1,0,lit_C,کدام شاعران ایرانی پس از سال ۱۹۸۰ میلادی متولد شده‌اند؟,Which Iranian poets were born after 1980?,کدام [نوع_مورد] [شرط_A]؟,Which [ITEM_TYPE] [COND_A]?,wikidata,open-ended,"SELECT DISTINCT ?poet ?poetLabel WHERE {
  ?poet wdt:P31 wd:Q5;       
        wdt:P106 wd:Q49757;  
        wdt:P27 wd:Q794;     
        wdt:P569 ?dob.       
  FILTER(YEAR(?dob) > 1980)  
  SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa"". }
}
ORDER BY ?poetLabel",-,Q136089500;Q16045058;Q5955813;Q56356036;Q104758800;Q5953145;Q16054145;Q29452528;Q135102286;Q16150141;Q136359934;Q16051106;Q242908;Q120913193;Q13176386;Q14292532;Q31070987;Q131541788;Q132891162;Q113574777;Q108528667;Q131274387;Q55450603;Q109547865;Q116956701;Q135971147;Q110967395;Q16049756;Q21173795;Q16050224;Q133800314;Q11688828;Q131437247;Q5960790;Q6563456;Q93384257;Q6781089;Q6897643;Q24175782;Q15724612;Q5958016;Q21854932;Q28839955;Q123521207,Golnoosh Nour;Azadeh Zarei;Ahmad Beiranvand;Elham Malekpoor Arashlu;Umid Najjari;Andisheh Fouladvand;Akram Fahimian;Behrouz Boochani;Bahman Ansari;Tara Aghdashloo;Jamshid Azizi;Hossein Ghiassi;Delara Darabi;Hossein Shahbazi;Zakariya hosseini;Roja Chamankar;Zohreh Zamani;Sam Ruman;Saeed Ansarian;Saeed Heleichi;Sholeh Rezazadeh;Atefe Asadi;Atefeh Habibi;Aliyeh Ataei;Ali Asadollahi;;Alireza Badi;;Fatemeh Ekhtesari;Fatemeh Shams;Mohsen;Mohsen Shirali;;Mohammad Mahdi Sayyar;Maryam Haydari;Maryam Delshad;Maryam Palizban;Mona Borzouei;;Hashem Shabani;Hila Sedighi;Payam Feili;Kaveh Akbar;Yaser Yazdani,;آزاده زارعی;احمد بیرانوند;الهام ملکپور ارشلو;امید نجاری;اندیشه فولادوند;اکرم فهیمیان;بهروز بوچانی;بهمن انصاری;تارا آغداشلو;جمشید عزیزی;حسین غیاثی;دلارا دارابی;دکتر حسین شهبازی;ذکریا حسینی;روجا چمنکار;زهره زمانی;سام رومان;سعید انصاریان;سعید هلیچی;شعله رضازاده;عاطفه اسدی;عاطفه حبیبی;عالیه عطایی;علی اسدالهی;علی طباخیان;علیرضا بدیع;غزال مرادی;فاطمه اختصاری;فاطمه شمس;محسن بوالحسنی;محسن شیرالی;محمد کهران;محمدمهدی سیار;مریم حیدری;مریم دلشاد;مریم پالیزبان;مونا برزویی;میلاد عرفانپور;هاشم شعبانی;هیلا صدیقی;پیام فیلی;کاوه اکبر;یاسر یزدانی,Golnoosh Nour;Azadeh Zarei;Ahmad Beiranvand;Elham Malekpoor Arashlu;Umid Najjari;Andisheh Fouladvand;Akram Fahimian;Behrouz Boochani;Bahman Ansari;Tara Aghdashloo;Jamshid Azizi;Hossein Ghiassi;Delara Darabi;Hossein Shahbazi;Zakariya hosseini;Roja Chamankar;Zohreh Zamani;Sam Ruman;Saeed Ansarian;Saeed Heleichi;Sholeh Rezazadeh;Atefe Asadi;Atefeh Habibi;Aliyeh Ataei;Ali Asadollahi;علی طباخیان;Alireza Badi;غزال مرادی;Fatemeh Ekhtesari;Fatemeh Shams;Mohsen;Mohsen Shirali;محمد کهران;Mohammad Mahdi Sayyar;Maryam Haydari;Maryam Delshad;Maryam Palizban;Mona Borzouei;میلاد عرفانپور;Hashem Shabani;Hila Sedighi;Payam Feili;Kaveh Akbar;Yaser Yazdani,44,Atomic
16,Architectural Category,ATOMIC,0,1,0,arc_A,برج‌های دیدبانی در ایران کدام‌اند؟,What are the observation towers located in Iran?,کدام [نوع_مورد] [شرط_A]؟,Which [ITEM_TYPE] [COND_A]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?locationLabel ?architectLabel ?inceptionLabel ?heightLabel WHERE {
  
  ?item wdt:P31 wd:Q1440300.  
  
  ?item wdt:P17 wd:Q794.     
  

  
  SERVICE wikibase:label { 
    bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". 
    ?item rdfs:label ?itemLabel.
    ?location rdfs:label ?locationLabel.
    ?architect rdfs:label ?architectLabel.
    ?inception rdfs:label ?inceptionLabel.
    ?height rdfs:label ?heightLabel.
  }
}
ORDER BY ?itemLabel
LIMIT 100",-,Q42663537;Q622796;Q28599718,Sheytur Tower;Milad Tower;Gorgan Tower,برج شیطور;برج میلاد;برج گرگان,Sheytur Tower;Milad Tower;Gorgan Tower,3,Atomic
17,Architectural Category,ATOMIC,0,1,0,arc_B,برج‌های مخابراتی در ایران کدام‌اند؟,What are the communication towers located in Iran?,کدام [نوع_مورد] [شرط_A]؟,Which [ITEM_TYPE] [COND_A]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?locationLabel ?architectLabel ?inceptionLabel ?heightLabel WHERE {
  
  ?item wdt:P31 wd:Q1798641.  
  
  ?item wdt:P17 wd:Q794.     

  
  SERVICE wikibase:label { 
    bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". 
    ?item rdfs:label ?itemLabel.
    ?location rdfs:label ?locationLabel.
    ?architect rdfs:label ?architectLabel.
    ?inception rdfs:label ?inceptionLabel.
    ?height rdfs:label ?heightLabel.
  }
}
ORDER BY ?itemLabel
LIMIT 100",-,Q5875701;Q105978574;Q622796;Q28599718,Black and White Tower;Qorban Tower (Isfahan);Milad Tower;Gorgan Tower,برج سیاه و سفید;برج قربان (اصفهان);برج میلاد;برج گرگان,Black and White Tower;Qorban Tower (Isfahan);Milad Tower;Gorgan Tower,4,Atomic
18,Architectural Category,ATOMIC,0,1,0,arc_C,قربانگاه‌های واقع در ایران کدام‌اند؟,What are the altars located in Iran?,کدام [نوع_مورد] [شرط_A]؟,Which [ITEM_TYPE] [COND_A]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?locationLabel ?creatorLabel ?inceptionLabel WHERE {
  
  ?item wdt:P31 wd:Q101687.
  
  ?item wdt:P17 wd:Q794.     
  
  SERVICE wikibase:label { 
    bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". 
    ?item rdfs:label ?itemLabel.
    ?location rdfs:label ?locationLabel.
    ?creator rdfs:label ?creatorLabel.
    ?inception rdfs:label ?inceptionLabel.
  }
}
ORDER BY ?itemLabel
LIMIT 100",-,Q70786359;Q70786395;Q105978574,Altar in Barm-e Dilak;relief of Kurangun;Qorban Tower (Isfahan),;;برج قربان (اصفهان),Altar in Barm-e Dilak;relief of Kurangun;Qorban Tower (Isfahan),3,Atomic
19,Architectural Category,ATOMIC,0,1,0,arc_D,آثار معماری شاخص واقع در ایران کدام‌اند؟,What are the notable architectural works located in Iran?,کدام [نوع_مورد] [شرط_A]؟,Which [ITEM_TYPE] [COND_A]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?locationLabel ?architectLabel ?inceptionLabel WHERE {
  
  ?item wdt:P31 wd:Q2319498.  
  
  ?item wdt:P17 wd:Q794.     
  
  SERVICE wikibase:label { 
    bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". 
    ?item rdfs:label ?itemLabel.
    ?location rdfs:label ?locationLabel.
    ?architect rdfs:label ?architectLabel.
    ?inception rdfs:label ?inceptionLabel.
  }
}
ORDER BY ?itemLabel
LIMIT 100",-,Q2635530;Q206220;Q5680019;Q4399;Q1140026;Q129072;Q129479;Q1791841;Q2482977;Q667674;Q180773;Q2429287;Q40758;Q862310;Q1454816;Q1681449;Q643098;Q856356;Q5866947;Q2569026;Q4519;Q1740490;Q5961760;Q16566;Q6564652,Tomb of Cyrus the Great;Karim Khan Citadel;Iwan-e Mosaic;Tabriz Bazaar;Azadi Tower;Persepolis;Tomb of Hafez;Imam Reza Shrine;Qur'an Gate;Si-o-se Pol;Susa;Ali Qapu;Damavand;Masuleh;Jameh Mosque of Yazd;Jamkaran Mosque;Shah Mosque;Sheikh Lotfollah Mosque;Temple of Anahita at Bishapur;Maqbaratoshoara;Naqsh-e Jahan Square;Khaju Bridge;White Bridge;Chehel Sotun;Saat Tower,آرامگاه کوروش بزرگ;ارگ کریمخان;ایوان موزائیک;بازار تبریز;برج آزادی ایران;تخت جمشید;حافظیه;حرم امام رضا;دروازه قرآن;سیوسهپل;شوش;عالیقاپو;قله دماوند;ماسوله;مسجد جامع یزد;مسجد جمکران;مسجد شاه;مسجد شیخ لطفالله;معبد آناهیتا (کازرون);مقبرةالشعرا;میدان نقش جهان;پل خواجو;پل سفید اهواز;چهلستون;کاخ شهرداری تبریز,Tomb of Cyrus the Great;Karim Khan Citadel;Iwan-e Mosaic;Tabriz Bazaar;Azadi Tower;Persepolis;Tomb of Hafez;Imam Reza Shrine;Qur'an Gate;Si-o-se Pol;Susa;Ali Qapu;Damavand;Masuleh;Jameh Mosque of Yazd;Jamkaran Mosque;Shah Mosque;Sheikh Lotfollah Mosque;Temple of Anahita at Bishapur;Maqbaratoshoara;Naqsh-e Jahan Square;Khaju Bridge;White Bridge;Chehel Sotun;Saat Tower,25,Atomic
20,museum and library,ATOMIC,0,1,0,mus_A,موزه‌های ملی واقع در ایران کدام‌اند؟,What are the national museums located in Iran?,کدام [نوع_مورد] [شرط_A]؟,Which [ITEM_TYPE] [COND_A]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?locationLabel ?architectLabel ?inceptionLabel WHERE {
  
  ?item wdt:P31 wd:Q17431399.  
  
  ?item wdt:P17 wd:Q794.     
  
  SERVICE wikibase:label { 
    bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". 
    ?item rdfs:label ?itemLabel.
    ?location rdfs:label ?locationLabel.
    ?architect rdfs:label ?architectLabel.
    ?inception rdfs:label ?inceptionLabel.
  }
}
ORDER BY ?itemLabel
LIMIT 100",-,Q6743603;Q5949273;Q7319720;Q970335;Q1631008;Q13218982;Q1984633;Q1969012;Q7246221,Malek National Library and Museum;Treasury of National Jewels;Reza Abbasi Museum;Carpet Museum of Iran;National Museum of Iran;National Car Museum of Iran;Niavaran Palace Complex;Sa'dabad Palace;private library of the Niavaran Palace,مؤسسه کتابخانه و موزه ملی ملک;موزه جواهرات ملی ایران;موزه رضا عباسی;موزه فرش ایران;موزه ملی ایران;موزه ملی خودردو ایران;کاخ نیاوران;کاخموزه سعدآباد;کتابخانه اختصاصی کاخ نیاوران,Malek National Library and Museum;Treasury of National Jewels;Reza Abbasi Museum;Carpet Museum of Iran;National Museum of Iran;National Car Museum of Iran;Niavaran Palace Complex;Sa'dabad Palace;private library of the Niavaran Palace,9,Atomic
21,museum and library,ATOMIC,0,1,0,mus_B,موزه‌های هنری واقع در ایران کدام‌اند؟,What are the art museums located in Iran?,کدام [نوع_مورد] [شرط_A]؟,Which [ITEM_TYPE] [COND_A]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?locationLabel ?architectLabel ?inceptionLabel WHERE {
  
  ?item wdt:P31 wd:Q207694.  
  
  ?item wdt:P17 wd:Q794.     
  
  SERVICE wikibase:label { 
    bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". 
    ?item rdfs:label ?itemLabel.
    ?location rdfs:label ?locationLabel.
    ?architect rdfs:label ?architectLabel.
    ?inception rdfs:label ?inceptionLabel.
  }
}
ORDER BY ?itemLabel
LIMIT 100",-,Q63185984;Q17992135;Q5702673;Q5957300;Q5718999;Q1479500;Q5702771;Q5949273;Q5607574;Q116109926;Q1631008;Q5704480;Q6557267;Q124986543;Q15977944;Q66756252;Q66756946;Q66756242;Q119082225,Iranian Art Museum Garden;Tehran Jewish youth cultural center;;Iran Music House;Iranian House of Cartoon;Abgineh Museum of Tehran;Ali Akbar Sanati Museum;Treasury of National Jewels;Museum of the Islamic Era;Azure Way Museum;National Museum of Iran;Glass Painting Museum (Tehran);Isfahan Museum of Decorative Arts;Iranian Museum of Graphic Design;Isfahan Museum of Contemporary Art;wikipedia:List of National Monuments of Iran/Pictures gallery/1377;wikipedia:List of National Monuments of Iran/Pictures gallery/2573;wikipedia:List of National Monuments of Iran/Pictures gallery/8379;Golestan Gallery,باغ موزه هنر ایرانی;خانه جوانان یهود تهران;خانه فرهنگ هاشمآباد;خانه موسیقی ایران;خانه کاریکاتور ایران;موزه آبگینه و سفالینه;موزه استاد صنعتی;موزه جواهرات ملی ایران;موزه دوران اسلامی;موزه راه لاجورد;موزه ملی ایران;موزه نقاشی پشت شیشه;موزه هنرهای تزئینی و معاصر اصفهان;موزه گرافیک ایران;هنرهای معاصر اصفهان (موزه);ویکیپدیا:فهرست یادمانهای ملی ایران/نگارخانه تصاویر/1377;ویکیپدیا:فهرست یادمانهای ملی ایران/نگارخانه تصاویر/2573;ویکیپدیا:فهرست یادمانهای ملی ایران/نگارخانه تصاویر/8379;گالری گلستان,Iranian Art Museum Garden;Tehran Jewish youth cultural center;خانه فرهنگ هاشمآباد;Iran Music House;Iranian House of Cartoon;Abgineh Museum of Tehran;Ali Akbar Sanati Museum;Treasury of National Jewels;Museum of the Islamic Era;Azure Way Museum;National Museum of Iran;Glass Painting Museum (Tehran);Isfahan Museum of Decorative Arts;Iranian Museum of Graphic Design;Isfahan Museum of Contemporary Art;wikipedia:List of National Monuments of Iran/Pictures gallery/1377;wikipedia:List of National Monuments of Iran/Pictures gallery/2573;wikipedia:List of National Monuments of Iran/Pictures gallery/8379;Golestan Gallery,19,Atomic
22,museum and library,ATOMIC,0,1,0,mus_C,کتابخانه‌های ملی واقع در ایران کدام‌اند؟,What are the national libraries located in Iran?,کدام [نوع_مورد] [شرط_A]؟,Which [ITEM_TYPE] [COND_A]?,wikidata,open-ended,"SELECT DISTINCT ?item ?itemLabel ?locationLabel ?architectLabel ?inceptionLabel ?collectionSizeLabel WHERE {
  
  ?item wdt:P31 wd:Q22806.
  
  ?item wdt:P17 wd:Q794.     
  
  
  SERVICE wikibase:label { 
    bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fa,en"". 
    ?item rdfs:label ?itemLabel.
    ?location rdfs:label ?locationLabel.
    ?architect rdfs:label ?architectLabel.
    ?inception rdfs:label ?inceptionLabel.
    ?collectionSize rdfs:label ?collectionSizeLabel.
  }
}
ORDER BY ?itemLabel
LIMIT 100",-,Q171290;Q1672405;Q6743603;Q122051540;Q5774055,"Tabriz National Library;National Library and Archives of Iran;Malek National Library and Museum;National Library of Iran, Fars center;Rasht National Library",ساختمان کتابخانه ملی;سازمان اسناد و کتابخانه ملی ایران;مؤسسه کتابخانه و موزه ملی ملک;مرکز اسناد و کتابخانه ملی فارس;کتابخانه ملی رشت,"Tabriz National Library;National Library and Archives of Iran;Malek National Library and Museum;National Library of Iran, Fars center;Rasht National Library",5,Atomic
