question_id,question_fa,question_en,gold_answer,question_mode,sheet_name
398,کدام‌یک از افراد زیر هنرمند انتزاعی (آبستره) ایرانی است اما هنرمند تجسمی نیست؟ الف) نگار جواهریان ب) عباس عبدی ج) پرویز تناولی د) شیرازه هوشیاری,Which of the following people is an Iranian abstract artist but is not a visual artist? A) Negar Javaherian B) Abbas Abdi C) Parviz Tanavoli D) Shirazeh Houshiary,C,MCQ,two-op-MCQ
399,کدام‌یک از افراد زیر هنرمند تجسمی ایرانی است اما نقاش دیواری نیست؟ الف) ترلان پروانه ب) یکتا ناصر ج) شیلا شکوری د) شیرانا شهبازی,Which of the following people is an Iranian visual artist but is not a muralist? A) Tarlan Parvaneh B) Yekta Naser C) Shilla Shakoori D) Shirana Shahbazi,C,MCQ,two-op-MCQ
400,کدام‌یک از افراد زیر نقاش دیواری ایرانی است اما هنرمند تجسمی نیست؟ الف) لیندا کیانی ب) شیرانا شهبازی ج) سیروس شقاقی د) فرح پهلوی,Which of the following people is an Iranian muralist but is not a visual artist? A) Linda Kiani B) Shirana Shahbazi C) Sirous Shaghaghi D) Farah Pahlavi,C,MCQ,two-op-MCQ
401,کدام‌یک از افراد زیر هنرمند تجسمی ایرانی است اما عکاس زن نیست؟ الف) الناز شاکردوست ب) شیرین نشاط ج) پرستو فروهر د) فائزه فیض,Which of the following people is an Iranian visual artist but is not a female photographer? A) Elnaz Shakerdoost B) Shirin Neshat C) Parastou Forouhar D) Faezeh Fayz,D,MCQ,two-op-MCQ
402,کدام‌یک از افراد زیر عکاس زن ایرانی است اما هنرمند تجسمی نیست؟ الف) باران کوثری ب) شیرین نشاط ج) پرستو فروهر د) میترا تبریزیان,Which of the following people is an Iranian female photographer but is not a visual artist? A) Baran Kosari B) Shirin Neshat C) Parastou Forouhar D) Mitra Tabrizian,D,MCQ,two-op-MCQ
403,کدام‌یک از افراد زیر هنرمند تجسمی ایرانی است اما هنرمند ویدئویی نیست؟ الف) نوید نور ب) مهرداد صدیقیان ج) باربد گلشیری د) شهره فیض‌جو,Which of the following people is an Iranian visual artist but is not a video artist? A) Navid Nuur B) Mehrdad Sedighian C) Barbad Golshiri D) Chohreh Feyzdjou,D,MCQ,two-op-MCQ
404,کدام‌یک از افراد زیر هنرمند ویدئویی ایرانی است اما هنرمند تجسمی نیست؟ الف) جلال ال احمد ب) باربد گلشیری ج) شیرین نشاط د) آتوسا بنده,Which of the following people is an Iranian video artist but is not a visual artist? A) Jalal Al-e-Ahmad B) Barbad Golshiri C) Shirin Nashat D) Atousa Bandeh,D,MCQ,two-op-MCQ
405,کدام‌یک از افراد زیر مدرس هنر ایرانی است اما مینیاتوریست نیست؟ الف) محمود فرشچیان ب) علی شریعتی ج) مرتضی مطهری د) جلال شباهنگی,Which of the following people is an Iranian art educators but is not a miniaturists? A) Mahmoud Farshchian B) Ali Shariati C) Morteza Motahhari D) Jalal Shabahangi,D,MCQ,two-op-MCQ
406,کدام‌یک از افراد زیر مدرس هنر ایرانی است اما هنرمند چیدمان نیست؟ الف) گلاره خوش‌گذران ب) بزرگ علوی ج) نیما شاهرخ شاهی د) محمود فرشچیان,Which of the following people is an Iranian art educators but is not an installation artist? A) Gelare Khoshgozaran B) Bozorg Alavi C) Nima Shahrokh Shahi D) Mahmoud Farshchian,D,MCQ,two-op-MCQ
407,کدام‌یک از افراد زیر هنرمند چیدمان ایرانی است اما مدرس هنر نیست؟ الف) گلاره خوش‌گذران ب) جواد نکونام ج) مهران غفوریان د) افروز عمیقی,Which of the following people is an Iranian installation artist but is not an art educator? A) Gelare Khoshgozaran B) Javad Nekounam C) Mehran Ghafourian D) Afruz Amighi,D,MCQ,two-op-MCQ
408,کدام‌یک از افراد زیر هنرمند مفهومی ایرانی است اما هنرمند چیدمان نیست؟ الف) باربد گلشیری ب) نوید نور ج) ثریا قاسمی د) سیا ارمجانی,Which of the following people is an Iranian conceptual artist but is not an installation artist? A) Barbad Golshiri B) Navid Nuur C) Soraya Ghasemi D) Siah Armajani,D,MCQ,two-op-MCQ
409,کدام‌یک از افراد زیر هنرمند چیدمان ایرانی است اما هنرمند مفهومی نیست؟ الف) باربد گلشیری ب) پانته آ بهرام ج) ناصر ملک‌مطیعی د) ترانه همامی,Which of the following people is an Iranian installation artist but is not a conceptual artist? A) Barbad Golshiri B) Pantea Bahram C) Naser Malek Motiei D) Taraneh Hemami,D,MCQ,two-op-MCQ
410,کدام‌یک از افراد زیر هنرمند مفهومی ایرانی است اما هنرمند ویدئویی نیست؟ الف) باربد گلشیری ب) ناتاشا صدر حقیقیان ج) نوید نور د) لیلا پازوکی,Which of the following people is an Iranian conceptual artist but is not a video artist? A) Barbad Golshiri B) Natascha Sadr Haghighian C) Navid Nuur D) Leila Pazooki,D,MCQ,two-op-MCQ
411,کدام‌یک از افراد زیر هنرمند ویدئویی ایرانی است اما هنرمند مفهومی نیست؟ الف) جواد یساری ب) ناتاشا صدر حقیقیان ج) نوید نور د) مهرانه آتشی,Which of the following people is an Iranian video artist but is not a conceptual artist? A) Javad Yasari B) Natascha Sadr Haghighian C) Navid Nuur D) Chupan Mehraneh Atashi,D,MCQ,two-op-MCQ
412,کدام‌یک از افراد زیر هنرمند چیدمان ایرانی است اما هنرمند انتزاعی (آبستره) نیست؟ الف) الناز حبیبی ب) شیرانا شهبازی ج) پرویز تناولی د) نسرین طباطبایی,Which of the following people is an Iranian installation artist but is not an abstract artist? A) Elnaz Habibi B) Shirana Shahbazi C) Parviz Tanavoli D) Nasrin Tabatabai,D,MCQ,two-op-MCQ
413,کدام‌یک از افراد زیر هنرمند انتزاعی (آبستره) ایرانی است اما هنرمند چیدمان نیست؟ الف) محسن چگینی ب) بهرام افشاری ج) شیرانا شهبازی د) چارلز حسین زنده‌رودی,Which of the following people is an Iranian abstract artist but is not an installation artist? A) Mohsen Chegini B) Bahram Afshari C) Shirana Shahbazi D) Charles Hossein Zenderoudi,D,MCQ,two-op-MCQ
414,کدام‌یک از افراد زیر هنرمند چیدمان ایرانی است اما نقاش دیواری نیست؟ الف) مهدی قدیانلو ب) ناصر چشم آذر ج) کیوان شویر د) ناز شاهرخ,Which of the following people is an Iranian installation artist but is not a muralist? A) Mehdi Ghadyanloo B) Nasser Cheshmazar C) Keyvan Shovir D) Naz Shahrokh,D,MCQ,two-op-MCQ
415,کدام‌یک از افراد زیر نقاش دیواری ایرانی است اما هنرمند چیدمان نیست؟ الف) حسین سرشار ب) محسن نامجو ج) عباس معروفی د) سیروس شقاقی,Which of the following people is an Iranian muralist but is not an installation artist? A) Hossein Sarshar B) Mohsen Namjoo C) Abbas Maroufi D) Sirous Shaghaghi,D,MCQ,two-op-MCQ
416,کدام‌یک از افراد زیر هنرمند چیدمان ایرانی است اما عکاس زن نیست؟ الف) فریبا حاج احمدی ب) شیوا مکی‌نیان ج) نایری باغرامیان د) شعله عسگری,Which of the following people is an Iranian installation artist but is not a female photographer? A) Fariba Hajamadi B) Shiva Maki Nian C) Nairy Baghramian D) Sholeh Asgary,D,MCQ,two-op-MCQ
417,کدام‌یک از افراد زیر عکاس زن ایرانی است اما هنرمند چیدمان نیست؟ الف) شیرانا شهبازی ب) فریبا حاج احمدی ج) نایری باغرامیان د) مهدیه افشار باکشلو,Which of the following people is an Iranian female photographer but is not an installation artist? A) Shirana Shahbazi B) Fariba Hajamadi C) Nairy Baghramian D) Mahdiyeh Afshar Bakeshloo,D,MCQ,two-op-MCQ
418,کدام‌یک از افراد زیر هنرمند چیدمان ایرانی است اما هنرمند ویدئویی نیست؟ الف) ناز شاهرخ ب) تهمینه میلانی ج) بابک افراسیابی د) خسرو حسن‌زاده,Which of the following people is an Iranian installation artist but is not a video artist? A) Naz Shahrokh B) Tahmineh Milani C) Babak Afrassiabi D) Khosrow Hassanzadeh,D,MCQ,two-op-MCQ
419,کدام‌یک از افراد زیر هنرمند ویدئویی ایرانی است اما هنرمند چیدمان نیست؟ الف) باربد گلشیری ب) نسرین طباطبایی ج) بابک افراسیابی د) مهراد افسری,Which of the following people is an Iranian video artist but is not an installation artist? A) Barbad Golshiri B) Nasrin Tabatabai C) Babak Afrassiabi D) Mehrdad Afsari,D,MCQ,two-op-MCQ
420,کدام‌یک از افراد زیر هنرمند انتزاعی (آبستره) ایرانی است اما نقاش دیواری نیست؟ الف) آتیلا پسیانی ب) آزاده صمدی ج) شیرانا شهبازی د) مارکوس گریگوریان,Which of the following people is an Iranian abstract artist but is not a muralist? A) Atila Pesyani B) Azadeh Samadi C) Shirana Shahbazi D) Marcos Grigorian,D,MCQ,two-op-MCQ
421,کدام‌یک از افراد زیر نقاش دیواری ایرانی است اما هنرمند انتزاعی (آبستره) نیست؟ الف) آناهیتا همتی ب) ارسلان قاسمی ج) شیرانا شهبازی د) فرناز ضابطیان,Which of the following people is an Iranian muralist but is not an abstract artist? A) Anahita Hemmati B) Arsalan Ghasemi C) Shirana Shahbazi D) Farnaz Zabetian,D,MCQ,two-op-MCQ
422,کدام‌یک از افراد زیر هنرمند انتزاعی (آبستره) ایرانی است اما عکاس زن نیست؟ الف) شیرانا شهبازی ب) رعنا جوادی ج) زهرا کاظمی د) شیرازه هوشیاری,Which of the following people is an Iranian abstract artist but is not a female photographer? A) Shirana Shahbazi B) Rana Javadi C) Zahra Kazemi D) Shirazeh Houshiary,D,MCQ,two-op-MCQ
423,کدام‌یک از افراد زیر عکاس زن ایرانی است اما هنرمند انتزاعی (آبستره) نیست؟ الف) الهام چرخنده ب) شیرانا شهبازی ج) بیتا سحرخیز د) عاطفه معینی,Which of the following people is an Iranian female photographer but is not an abstract artist? A) Elham Charkhandeh B) Shirana Shahbazi C) Bita Saharkhiz D) Atefe Moeini,D,MCQ,two-op-MCQ
424,کدام‌یک از افراد زیر نقاش دیواری ایرانی است اما عکاس زن نیست؟ الف) ملکه نائینی ب) سارا شمساوری ج) پريا وطنخواه د) فرناز ضابطیان,Which of the following people is an Iranian muralist but is not a female photographer? A) Malekeh Nayiny B) Sara Shamsavari C) Parya Vatankhah D) Farnaz Zabetian,D,MCQ,two-op-MCQ
425,کدام‌یک از افراد زیر عکاس زن ایرانی است اما نقاش دیواری نیست؟ الف) پانته‌آ سیروس ب) پروانه معصومی ج) زویا پیرزاد د) آزاده اخلی,Which of the following people is an Iranian female photographer but is not a muralist? A) Pantea Sirous B) Parvaneh Massoumi C) Zoya Pirzad D) Azadeh Akhli,D,MCQ,two-op-MCQ
426,کدام‌یک از افراد زیر هنرمند نقاش دیواری (مورالیست) ایرانی است اما هنرمند ویدئویی نیست؟ الف) محمد محمدیان ب) سارا رجایی ج) شاهین چرمی د) کیوان شویر,Which of the following people is an Iranian muralist but is not a video artist? A) Mohammad Mohammadian B) Sara Rajaei C) Shahin Charmi D) Keyvan Shovir,D,MCQ,two-op-MCQ
427,کدام‌یک از افراد زیر هنرمند ویدئویی ایرانی است اما نقاش دیواری (مورالیست) نیست؟ الف) مهدی قدیانلو ب) سیروس شقاقی ج) شاهین چرمی د) سینا سعادت,Which of the following people is an Iranian video artist but is not a muralist? A) Mehdi Ghadyanloo B) Sirous Shaghaghi C) Shahin Charmi D) Sina Saadat,D,MCQ,two-op-MCQ
428,کدام‌یک از افراد زیر عکاس زن ایرانی است اما هنرمند ویدئویی نیست؟ الف) آتوسا بنده ب) آویش خبره زاده ج) سوره حرا د) ریحانه طراوتی,Which of the following people is an Iranian female photographer but is not a video artist? A) Atousa Bandeh B) Avish Khebrehzadeh C) Sooreh Hera D) Reihane Taravati,D,MCQ,two-op-MCQ
429,کدام‌یک از افراد زیر هنرمند ویدئویی ایرانی است اما عکاس زن ایرانی نیست؟ الف) مریم مجد ب) شیرین نشاط ج) ستاره حسینی د) رزیتا شرف جهان,Which of the following people is an Iranian video artist but is not a female photographer? A) Maryam Majd B) Shirin Neshat C) Setareh Hosseini D) Rozita Sharafjahan,D,MCQ,two-op-MCQ
430,کدام‌یک از افراد زیر نقاش زن ایرانی است و هنرمند تجسمی یا هنرمند مفهومی هم هست؟ الف) شهرنوش پارسی‌پور ب) اکرم منفرد آریا ج) ارغوان خسروی د) تارا حقی,Which of the following people is an Iranian female painter and also a visual artist or conceptual artist? A) Shahrnush Parsipur B) Akram Monfared Arya C) Arghavan Khosravi D) Tara Haghi,D,MCQ,two-op-MCQ
431,کدام‌یک از افراد زیر نقاش زن ایرانی است و هنرمند تجسمی یا هنرمند چیدمان هم هست؟ الف) شهره مهران ب) توران فرهت ج) افروز عمیقی د) شادی یوسفیان,Which of the following people is an Iranian female painter and also a visual artist or installation artist? A) Shohreh Mehran B) Tooran Farhat C) Afruz Amighi D) Shadi Yousefian,D,MCQ,two-op-MCQ
432,کدام‌یک از افراد زیر نقاش زن ایرانی است و هنرمند تجسمی یا نقاش دیواری هم هست؟ الف) هیلا صدیقی ب) ژاله کاظمی ج) پگاه آهنگرانی د) پرستو فروهر,Which of the following people is an Iranian female painter and also a visual artist or muralist? A) Hila Sedighi B) Zhaleh Kazemi C) Pegah Ahangarani D) Parastou Forouhar,D,MCQ,two-op-MCQ
433,کدام‌یک از افراد زیر نقاش زن ایرانی است و هنرمند تجسمی یا عکاس زن هم هست؟  الف) ترلان پروانه ب) آناهیتا تیموریان ج) فاطمه موسوی د) آویش خبره زاده,Which of the following people is an Iranian female painter and also a visual artist or a female photographer? A) Tarlan Parvaneh B) Anahita Teymourian C) Fatemeh Moosavi D) Avish Khebrehzadeh,D,MCQ,two-op-MCQ
434,کدام‌یک از افراد زیر نقاش زن ایرانی است و هنرمند تجسمی یا هنرمند ویدئویی هم هست؟ الف) حدیث میرامینی ب) فرخنده حاجی‌زاده ج) مهرانگیز ملاح د) شیرین نشاط,Which of the following people is an Iranian female painter and also a visual artist or a video artist? A) Hadis Miramini B) Farkhondeh Hajizadeh C) Mehrangiz Mallah D) Shirin Neshat,D,MCQ,two-op-MCQ
435,کدام‌یک از افراد زیر نقاش زن ایرانی است و هنرمند مفهومی یا هنرمند چیدمان هم هست؟ الف) نوریه مظفری ب) ترلان رفیعی ج) خاطره اسدی د) لیلا پازوکی,Which of the following people is an Iranian female painter and also a conceptual artist or an installation artist? A) Nurieh Mozaffari B) Tarlan Rafiee C) Khatereh Asadi D) Leila Pazooki,D,MCQ,two-op-MCQ
436,کدام‌یک از افراد زیر نقاش زن ایرانی است و هنرمند مفهومی یا نقاش دیواری هم هست؟ الف) لیلی تقی‌پور ب) رابعه اسکویی ج) نایری باغرامیان د) شیرانا شهبازی,Which of the following people is an Iranian female painter and also a conceptual artist or a muralist? A) Lily Taghipour B) Rabeh Oskouie C) Nairy Baghramian D) Shirana Shahbazi,D,MCQ,two-op-MCQ
437,کدام‌یک از افراد زیر نقاش زن ایرانی است و هنرمند مفهومی یا هنرمند ویدئویی هم هست؟ الف) فیروزه صابری ب) مرضیه عمادی ج) فهیمه رحیمی د) رزیتا شرف جهان,Which of the following people is an Iranian female painter and also a conceptual artist or a video artist? A) Firoozeh Saberi B) Marzieh Emadi C) Fahimeh Rahimi D) Rozita Sharafjahan,D,MCQ,two-op-MCQ
438,کدام‌یک از افراد زیر نقاش زن ایرانی است و هنرمند چیدمان یا نقاش دیواری هم هست؟ الف) افروز عمیقی ب) فرح نوتاش ج) رؤیا میرعلمی د) نایری باغرامیان,Which of the following people is an Iranian female painter and also an installation artist or a muralist? A) Afruz Amighi B) Farah Notash C) Roya Mirelmi D) Nairy Baghramian,D,MCQ,two-op-MCQ
439,کدام‌یک از افراد زیر نقاش زن ایرانی است و هنرمند چیدمان یا عکاس زن هم هست؟ الف) مهوش مساعد ب) ژاله صامتی ج) لیلا حسین زاده د) شادی یوسفیان,Which of the following people is an Iranian female painter and also an installation artist or a female photographer? A) Mahvash Mossaed B) Zhaleh Sameti C) Leila Hosseinzadeh D) Shadi Yousefian,D,MCQ,two-op-MCQ
440,کدام‌یک از افراد زیر نقاش زن ایرانی است و هنرمند چیدمان یا هنرمند ویدئویی هم هست؟ الف) الهه احمدی ب) ژاله علو ج) سهیلا سخنوری د) شیرین نشاط,Which of the following people is an Iranian female painter and also an installation artist or a video artist? A) Elaheh Ahmadi B) Zhaleh Olov C) Soheila Sokhanvari D) Shirin Neshat,D,MCQ,two-op-MCQ
441,کدام‌یک از افراد زیر نقاش زن ایرانی است و نقاش دیواری یا عکاس زن هم هست؟ الف) فرزانه فصیحی ب) سحر زکریا ج) هما ارکانی د) پرستو فروهر,Which of the following people is an Iranian female painter and also a muralist or a female photographer? A) Farzaneh Fasihi B) Sahar Zakaria C) Homa Arkani D) Parastou Forouhar,D,MCQ,two-op-MCQ
442,کدام‌یک از افراد زیر نقاش زن ایرانی است و نقاش دیواری یا هنرمند ویدئویی هم هست؟ الف) ندا شهسواری ب) ایران درودی ج) سحر ولدبیگی د) فرناز ظابطیان,Which of the following people is an Iranian female painter and also a muralist or a video artist? A) Neda Shahsavari B) Iran Darroudi C) Sahar Valadbeigi D) Farnaz Zabetian,D,MCQ,two-op-MCQ
443,کدام‌یک از افراد زیر هنرمند تجسمی ایرانی است و هنرمند مفهومی یا هنرمند چیدمان هم هست؟ الف) عطا امیدوار ب) شهرام کریمی ج) مه‌لقا جام‌بزرگ د) ونسا صفوی,Which of the following people is an Iranian visual artist and also a conceptual artist or an installation artist? A) Ata Omidvar B) Shahram Karimi C) Mahlagha Jambozorg D) Vanessa Safavi,D,MCQ,two-op-MCQ
444,کدام‌یک از افراد زیر هنرمند تجسمی ایرانی است و هنرمند مفهومی یا عکاس زن هم هست؟ الف) اکرم فهیمیان ب) مهتاب کرامتی ج) عباس عبدی د) باربد گلشیری,Which of the following people is an Iranian visual artist and also a conceptual artist or a female photographer? A) Akram Fahimian B) Mahtab Keramati C) Abbas Abdi D) Barbad Golshiri,D,MCQ,two-op-MCQ
445,کدام‌یک از افراد زیر هنرمند تجسمی ایرانی است و هنرمند مفهومی یا هنرمند ویدئویی هم هست؟ الف) سپند امیرسلیمانی ب) کاوه مدیری ج) فرهاد مهراد د) فرهاد مشیری,Which of the following people is an Iranian visual artist and also a conceptual artist or a video artist? A) Sepand Amirsoleimani B) Kaweh Modiri C) Farhad Mehrad D) Farhad Moshiri,D,MCQ,two-op-MCQ
446,کدام‌یک از افراد زیر هنرمند تجسمی ایرانی است و هنرمند چیدمان یا عکاس زن هم هست؟ الف) پریسا پورطاهریان ب) سیما تیرانداز ج) شهیندخت مولاوردی د) فریبا حاج احمدی,Which of the following people is an Iranian visual artist and also an installation artist or a female photographer? A) Parisa Pourtaherian B) Sima Tirandaz C) Shahindokht Molaverdi D) Fariba Hajamadi,D,MCQ,two-op-MCQ
447,کدام‌یک از افراد زیر هنرمند تجسمی ایرانی است و هنرمند چیدمان یا هنرمند ویدئویی هم هست؟ الف) خسرو حسن زاده ب) شقایق فراهانی ج) نجمه خدمتی د) ناتاشا صدرحقیقیان,Which of the following people is an Iranian visual artist and also an installation artist or a video artist? A) Khosrow Hassanzadeh B) Shaghayegh Farahani C) Najmeh Khedmati D) Natascha Sadr Haghighian,D,MCQ,two-op-MCQ
448,کدام‌یک از افراد زیر هنرمند تجسمی ایرانی است و عکاس زن یا هنرمند ویدئویی هم هست؟ الف) محمود بخشی مؤخر ب) الناز رکابی ج) شهرام قائدی د) شیرانا شهبازی,Which of the following people is an Iranian visual artist and also a female photographer or a video artist? A) Mahmoud Bakhshi Moakhar B) Elnaz Rekabi C) Shahram Ghaedi D) Shirana Shahbazi,D,MCQ,two-op-MCQ
449,کدام‌یک از افراد زیر هنرمند چیدمان ایرانی است و عکاس زن یا هنرمند ویدئویی هم هست؟ الف) شیلا خداداد ب) سپیده شاملو ج) فاطمه گودرزی د) بابک افراسیابی,Which of the following people is an Iranian installation artist and also a female photographer or a video artist? A) Shila Khodadad B) Sepideh Shamlou C) Fatemeh Goudarzi D) Babak Afrassiabi,D,MCQ,two-op-MCQ
450,کدام‌یک از افراد زیر نقاش دیواری ایرانی است و عکاس زن یا هنرمند ویدئویی هم هست؟ الف) اتوسا بنده ب) فرج الله سلحشور ج) شادی قدیریان د) شاهین چرمی,Which of the following people is an Iranian muralist and also a female photographer or a video artist? A) Atousa Bandeh B) Farajollah Salahshoor C) Shadi Ghadirian D) Shahin Charmi,D,MCQ,two-op-MCQ
451,کدام‌یک از شهرهای زیر در ایران مرکز استان است و در عین حال یا دانشگاه ندارد یا موزه دارد؟ الف) گرگان ب) عباس آباد ج) فسا د) کرج,Which of the following cities in Iran are provincial capitals and also either do not have a university or have a museum? A) Gorgan B) Abbasabad C) Fasa D) Karaj,A,MCQ,three-op-MCQ
452,کدام‌یک از بازیگران زیر یا در فیلم آژانس شیشه‌ای بوده است، یا در فیلم درباره الی بوده اما در فیلم جدایی نادر از سیمین نبوده است؟ الف) گلشیفته فراهانی ب) شهاب حسینی ج) پیمان معادی د) مازیار لرستانی,"Which of the following actors either feature in The Glass Agency, or feature in About Elly but not in A Separation? A) Golshifteh Farahani B) Shahab Hosseini C) Payman Maadi D) Maziar Lorestani",A,MCQ,three-op-MCQ
453,کدام‌یک از بازیگران زیر یا در فیلم آژانس شیشه‌ای بوده است، یا در فیلم جدایی نادر از سیمین بوده اما در فیلم درباره الی نبوده است؟ الف) لیلا حاتمی ب) مهران مدیری ج) مریلا زارعی د) پیمان معادی,"Which of the following actors either feature in The Glass Agency, or feature in A Separation but not in About Elly? A) Leila Hatami B) Mehran Modiri C) Merila Zarei D) Payman Maadi",A,MCQ,three-op-MCQ
454,کدام‌یک از سازه‌های ایران یا برج‌ دیده‌بانی یا برج‌ مخابراتی است اما قربانگاه نیست؟ الف) برج میلاد ب) برج قربان (اصفهان) ج) منارجنبان د) مسجد جامع یزد,Which of the following structures in Iran is either observation tower or communication tower but is not altar? A) Milad Tower B) Qorban Tower (Isfahan) C) Menar Jonban D) Jameh Mosque of Yazd,A,MCQ,three-op-MCQ
455,کدام‌یک از سازه‌های زیر در ایران یا برج‌ دیده‌بانی یا قربانگاه‌ها است اما برج‌های مخابراتی نیست؟ الف) نقش‌برجسته کورانگون ب) برج میلاد ج) برج سیاه و سفید د) ارگ بم,Which of the following structures in Iran is either observation towers or altars but is not communication towers? A) Relief of Kurangun B) Milad Tower C) Black and White Tower D) Arg-e Bam,A,MCQ,three-op-MCQ
456,کدام‌یک از سازه‌های زیر در ایران یا برج‌ مخابراتی یا قربانگاه‌ها است اما برج‌ دیده‌بانی نیست؟ الف) برج سیاه و سفید ب) برج شیتور ج) برج گرگان د) گنبد قابوس,Which of the following structures in Iran is either communication towers or altars but is not observation towers? A) Black and White Tower B) Sheytur Tower C) Gorgan Tower D) Gonbad-e Qabus,A,MCQ,three-op-MCQ
457,کدام‌یک از مؤسسه‌های زیر در ایران کتابخانهٔ ملی است اما آرشیو ملی نیست، و در عین حال یا موزهٔ ملی یا موزهٔ هنر محسوب می‌شود؟ الف) کتابخانه و موزه ملی ملک ب) سازمان اسناد و کتابخانه ملی ایران ج) موزه ملی ایران د) کاخ گلستان,"Which of the following institutions in Iran is national library, but is not national archive, and is also either national museum or art museum? A) Malek National Library and Museum B) National Library and Archives of Iran C) National Museum of Iran D) Golestan Palace",A,MCQ,three-op-MCQ
458,کدام‌یک از مؤسسه‌های زیر در ایران موزهٔ هنر است اما آرشیو ملی نیست، و در عین حال یا موزهٔ ملی  یا کتابخانهٔ ملی محسوب می‌شود؟ الف) موزه ملی ایران ب) موزه هنرهای معاصر ج) سازمان اسناد و کتابخانه ملی ایران د) کاخ نیاوران,"Which of the following institutions in Iran is art museum, but is not national archive, and is also either national museum or national library? A) National Museum of Iran B) Museum of Contemporary Art C) National Library and Archives of Iran D) Niavaran Palace Complex",A,MCQ,three-op-MCQ
459,کدام‌یک از مؤسسه‌های زیر در ایران موزهٔ ملی است اما آرشیو ملی نیست، و در عین حال یا موزهٔ هنر یا کتابخانهٔ ملی محسوب می‌شود؟ الف) موزه جواهرات ملی ب) سازمان اسناد و کتابخانه ملی ایران ج) موزه آبگینه د) موزه فرش,"Which of the following institutions in Iran is national museum, but is not national archive, and is also either art museum or national library? A) Treasury of National Jewels B) National Library and Archives of Iran C) Abgineh Museum D) Carpet Museum of Iran",A,MCQ,three-op-MCQ
460,کدام‌یک از مناسبت‌ها ایرانی زیر یا تعطیلات رسمی یا مناسبت سنتی شاخص است اما روزهای تعیین شده توسط سازمان ملل نیست؟ الف) سیزده‌بدر ب) نوروز ج) روز جهانی کارگر د) روز جهانی محیط زیست,Which of the following occasions in Iran is either official public holiday or major traditional occasion but is not united nations designated days? A) Sizdah Be-dar B) Novruz C) International Workers' Day D) World Environment Day,A,MCQ,three-op-MCQ
461,کدام‌یک از مناسبت‌های زیر در ایران یا روز ملی یا روزهای تعیین شده توسط سازمان ملل است اما تعطیلات رسمی محسوب نمی‌شود؟ الف) روز ملی فناوری هسته‌ای ب) روز جمهوری اسلامی ج) عید نوروز د) روز ملی شدن نفت,Which of the following occasions in Iran is either national day or united nations designated day but is not official public holiday? A) National Nuclear Technology Day B) Islamic Republic Day C) Novruz D) Oil Nationalization Day,A,MCQ,three-op-MCQ
462,کدام‌یک از مناسبت‌های زیر در ایران یا تعطیلات رسمی یا جشنواره است اما روزهای تعیین شده توسط سازمان ملل نیست؟ الف) جشنواره بین‌المللی فارابی ب) نوروز ج) روز جهانی صلح د) روز جهانی کودک,Which of the following occasions in Iran is either official public holiday or festival but is not united nations designated day? A) Farabi International Award B) Novruz C) International Day of Peace D) World Children's Day,A,MCQ,three-op-MCQ
463,کدام‌یک از مکان‌های زیر در ایران، در فهرست میراث جهانی یونسکو هست و در عین حال یا کاخ هست یا شهر باستانی نیست؟ الف) شوش ب) کاخ گلستان ج) شهر سوخته د) تخت جمشید,Which of the following places in Iran is UNESCO World Heritage Site and also either is a palace or is not an ancient city? A) Susa B) Golestan Palace C) Shahr-e Sukhteh D) Persepolis,B,MCQ,three-op-MCQ
464,کدام‌یک از پل‌های زیر در ایران یا سنگی یا قوسی است اما جزو آثار شاخص معماری محسوب نمی‌شود؟ الف) سی‌وسه پل ب) سد فیض‌آباد ج) پل خواجو د) پل سفید,Which of the following bridges in Iran is either stone bridge or arched bridge but is not considered notable architectural work? A) Si-o-se Pol B) Feyzabad Dam C) Khaju Bridge D) White Bridge,B,MCQ,three-op-MCQ
465,کدام‌یک از سازه‌های زیر در ایران یا آثار شاخص معماری یا پل‌های سنگی است اما پل قوسی نیست؟ الف) پل خواجو ب) برج آزادی ج) سی‌وسه پل د) پل طبیعت,Which of the following structures in Iran is either notable architectural work or stone bridge but is not arched bridge? A) Khaju Bridge B) Azadi Tower C) Si-o-se Pol D) Tabiat Bridge,B,MCQ,three-op-MCQ
466,کدام‌یک از افراد زیر یا موسیقی‌دان دوره سلجوقی است، یا فیلسوف دوره سلجوقی است اما ستاره‌شناس دوره سلجوقی نیست؟ الف) عطار نیشابوری ب) امام محمد غزالی ج) حافظ د) شهرداد روحانی,"Which of the following people is either a Seljuk period musician, or a Seljuk period philosopher but not an astronomer? A) Attar of Nishapur B) Al-Ghazali C) Hafez D) Shardad Rohani",B,MCQ,three-op-MCQ
467,کدام‌یک از افراد زیر یا فیلسوف یا شاعر دوره سلجوقی است اما ریاضی‌دان دوره سلجوقی نیستند؟ الف) زکریای رازی ب) طغرایی ج) خیام د) ملاصدرا,Which of the following persons is either Seljuk period philosopher or poet but is not Seljuk period mathematician? A) Abu Bakr al-Razi B) Al-Tughrai C) Omar Khayyám D) Mulla Sadra,B,MCQ,three-op-MCQ
